word,mean
overflow,흘러넘치다
as A as B,B만큼 A한
flock,모이다
dress,옷을 입히다
keepsake,"기념품, 유품"
assert,주장하다
ministry,"부, 목사"
sponsor,후원자
outlet,"출구, 대리점"
throw up,"토하다, 되올리다"
a piece of,하나의
order,"명령(하다), 순서"
focus,"집중하다, 초점을 맞추다 "
tangerine,감귤
properly,적당하게
laboratory,실험실
unwind,(감은 것을)풀다
Pacific,태평양
excellent,우수한
symptom,"증상, (불길한)징후"
plateau,고원
seal,밀폐하다
untidy,단정치 못한
notorious,악명 높은
announce,알리다
paddle,안장
period,기간
ironic,반어적인
remark,"주목하다, 발언"
borrower,"빌리는 사람, 대출자"
snowstorm,눈보라
fever,열
light up,빛을 발하다
inaccessible,접근할 수 없는
originally,원래
collapse,붕괴하다
whether or not,~이든 아니든 간에
handle,다루다
betray,배반하다
spiritual,정신적인
charming,매력 있는
keep off,~을 멀리하다
instantly,즉시
route,항로
impose,"강요하다, 도입하다"
plank,널빤지
estimation,평가
reddish,불그스름한
catch up,따라가다
complain,불평하다
policy,정책
last,"지속하다, 마지막의"
apologetic,사과의
installation,설치
mature,성숙한
soap opera,드라마
cockroach,바퀴벌레
bring back,가지고 돌아오다
modest,"간소한, 겸손한"
truth,진실
intrude,침해하다
unease,불안
criminal,범인
consume,소비하다
echo,메아리
grab,부여잡다
give rise to,~을 불러일으키다
take charge of,~을 책임지다
turn up,나타나다
petal,꽃잎
senior,"선임자, 어르신"
scenery,"풍경, (무대의)배경"
admire,감탄하다
promising,유망한
tradeoff,거래
nap,낮잠
transportation,운송
hence,따라서
hug,~을 꼭 껴안다
sunset,일몰
reside,거주하다
desert,"공적, 장점, 사막"
hasty,성급한
heiress,여자 상속인
sophistication,"궤변, 교양(세련)"
household,가족
in itself,그 자체로
enthusiastic,열정적인
gaze,응시하다
rapid,빠른
previous,이전의
take up,차지하다
once upon a time,옛날 옛적에
engross,집중시키다
up to,~까지
invent,발명하다
enemy,적군
challenging,"도전적인, 지향하는"
eyelid,눈꺼풀
impressive,감명을 주는
scrub,~을 문지르다
respectively,각각
block,방해하다
arrowhead,화살촉
vocabulary,어휘
facilitate,"시설, 용이하게 하다"
run for,~에 입후보하다
busy,바쁜
title,제목(을 붙이다)
happiness,행복
farmer,농부
sudden,갑작스러운
credible,"믿을 만한, 확실한"
organic,유기체의
hooked,"중독된, 갈고리 모양의"
waste,낭비하다
qualify,자격 또는 권한을 부여하다
yolk,달걀노른자
slow down,침체시키다
venture,모험하다
radiation,방사선
pollinator,꽃가루 매개자
tutor,가정교사
territory,영토
cholera,콜레라
skylight,채광창
permanent,영구적인
point out,지적하다
chew,씹다
assembly,"집합, 의회"
diplomat,외교관
relational,관계있는
personality,"개성, 성격"
flexible,"융통성 있는, 구부리기 쉬운"
cooperate,협력하다
addressee,수취인
wind,"바람, ~을 둘둘 말다"
overwhelming,압도적인
mouth-watering,군침이 돌게 하는
fake,가짜의
deck,갑판
subtitle,자막
hygiene,위생
quiet,조용한
to be honest,솔직히 말하면
nod,끄덕이다
state,"상태, 계급, 국가"
dynamite,폭약
wear and tear,마모
shameful,부끄러운
catch a cold,감기에 걸리다
erase,지우다
assemble,집합시키다
value,가치
bleed,출혈하다
conductor,"안내자, 지휘자"
record-breaking,"기록경신, 기록적인"
endorphin,엔도르핀
refrigerate,냉동시키다
anticancer,항암의
ultraviolet,자외선의
indispensable,필수적인
administrator,관리자
constitution,"구성, 헌법"
restriction,제한
participate,참여하다
fabulous,아주 멋진
accept,수락하다
stain,얼룩
carry off,"쟁취하다, 유괴하다"
thought,생각
adolescence,"사춘기, 청소년기"
enlargement,확대
no matter how,아무리 ~해도
cattle,가축
realistic,현실적인
see through,(정체를) 간파하다
secretly,은밀히
cement,시멘트
nagging,잔소리하는
hairy,털이 많은
take course,수강하다
course,"과정, 강의(강좌)"
sacrifice,희생(하다)
kitten,새끼고양이
monolingual,1개 국어를 사용하는
marking,"얼룩, 표시"
intention,의향
unrecognized,인식되지 않은
avian,새의
dietary fiber,식이섬유
workday,근무일
exaggerate,~을 과장하다
contradict,"어긋나다, 반박하다"
benefits,"이익, 혜택"
denim,데님(두꺼운 무명)
propose,"제안하다, 청혼하다"
republic,공화국
courage,용기
set the stage,~의 준비를 하다
correct,정확한
insurance,보험
stage,"무대, 단계"
tedious,지루한
enroll,"등록하다, 기록하다"
confess,자백하다
tribe,부족
expenditure,지출비
unappreciated,인정받지 못하는
toxic,독성의
creed,신조
wall,벽
condition,"상황, 상태"
rumor,소문
astronomy,천문학
tighten,수축시키다
refrain from,~을 삼가다
noble,고귀한
fluent,"유창한, 완만한"
celebrate,축하하다
retard,"지연시키다, 방해하다, 저능아"
soften,부드럽게 하다
violent,폭력적인
daze,"어지러운, 현혹시키다"
pill,"알약, 싫은 일"
problem,문제
recharge,"재충전(하다), 재고발(하다)"
airtight,밀폐된
pharmaceutical,"조제의, 약을 만드는"
instinctive,본능적인
coastal,연안의
chemically,화학적으로
eye-catching,시선을 주목시키는
idler,게으름뱅이
be through,끝나다
sentence,"문장, 선고(하다)"
aunt,이모
intermediate,중급(의)
sincere,성실한
accommodation,"편의시설, 적응"
unique,독특한
active,활동적인
cleverness,영리함
interval,"틈, 음정"
curiosity,호기심
award,"수여하다, 상"
bee,꿀벌
standardize,표준화하다
receipt,영수증(을 발행하다)
hyperactive,"극도로 활동적인, 활동과잉의"
photographer,사진가
hoard,저장(하다)
youthful,젊은
workplace,작업장
astrologer,점성술사
exhaust,~을 소모하다
lane,좁은 길
backseat,뒷자석
reach,도착하다
fertilize,~를 기름지게 하다
scold,꾸짖다
carve,조각하다
photograph,사진(찍다)
dictator,독재자
ache,고통
commonly,일반적으로
controversy,논쟁
sometimes,때때로
bud,싹
pass out,퇴장하다
bend,구부리다
priest,성직자
eagle,독수리
efficient,능률적인
analyst,분석자
recovery,회복
brow,"이마, 언덕 꼭대기"
be short of,~가 부족하다
memorability,기억력
definitely,"명확히, 한정적으로"
creepy,오싹한
least,가장 적은
underestimation,과소평가
hobbyist,취미 생활자
organize,~을 조직하다
salt,소금
insane,미친
passenger,승객
nicotine,니코틴
hardly,"가혹하게, 거의 ~이 아니다"
free of charge,무료로
smell,냄새(가 나다)
aspire,열망하다
probably,아마도
poor,가난한
side by side,"나란히, 서로 협력하여"
related,관계가 있는
obedience,복종
harbor,"항구, 피난처"
put up,~을 벽에 붙이다
bother,괴롭히다
aromatic,향기로운
functional,기능의
context,"문맥, 배경"
safe,안전한
competent,유능한
passionate,정열적인
plankton,플랑크톤
worship,"숭배하다, 예배(하다)"
relieve,경감시키다
pedal,페달
pale,창백한
routine,"판에 박힌 일, 일상적인 일"
calm,"고요한, 차분한"
manage,경영하다
tickle,~을 간질이다
statue,조각상
regain,되찾다
presumably,아마
nomadic,유목민의
telepathy,"정신 감응, 텔레파시"
individual,"개인, 개인의"
accidental,우연한
crucial,중대한
punctual,시간을 엄수하는
humor,유머
transplant,이식(하다)
regularly,정기적으로
lecture,강의
chore,허드렛일
sink,가라앉다
fabric,"직물, 원단"
microscope,현미경
remain,남아있다
monk,수도사
literary,문학의
character,"성격, 인물, 문자"
bureaucracy,"관료제, 관료"
weed,잡초
worshiper,숭배자
intimacy,친밀
categorize,분류하다
crumble,"바스러뜨리다, 부스러지다"
secretive,숨기는
interpret,해석하다
bit by bit,조금씩
count on,~에 의지하다
estimate,"견적, 어림잡다"
predictability,예측
affair,"사건, 일"
baggage,짐
beverage,음료
nasty,"불쾌한, 못된"
turmoil,혼란
formulate,공식화 하다
habitats,서식지
explore,탐험하다
pulse,맥박
advisable,현명한
initial,처음의
diversion,전환
modernization,근대화
purse,지갑
exotic,이국적인
botanist,식물학자
practice,"연습(하다), 실행(하다)"
rush,"돌진하다, 성급하게 하다"
anchor,"사회자, 닻"
tropical,열대의
grip,움켜잡다
profit,이익(을 올리다)
extremely,극도로
contempt,경멸
astronomical,천문학의
reproduction,"재생, 생식(번식)"
husband,남편
grave,"무덤, 중대한, 조각하다"
aspect,양상
spring,"봄, 튀다, 용수철"
fixture,대진표
acre,에이커(면적의 단위)
tire,피곤하게 하다
cloud,구름
punishment,처벌
be about to,막 ~하려고 하다
speculate,추측하다
treetop,나무 꼭대기
temporal,시간의
fellow,동료
attack,공격하다
via,~을 경유하여
cigarette,담배
blaze,불꽃
anything but,~이외의 무엇이든
linger,"계속되다, (예상보다 오래)남다"
not necessarily,반드시 ~은 아니다
lengthen,길게 하다
claim,"주장하다, 요구(청원)하다"
breathe,숨쉬다
railway,철도
bargain,"계약, 싸게 사는 물건"
proverb,속담
reassemble,다시 모으다
congratulate,축하하다
selfless,사심 없는
householder,집주인
serve as,~의 역할을 하다
salary,봉급
rare,드문
gentle,"온화한, 신사"
play a role,~의 역할을 하다
uncover,발견되다
various,다양한
solve,해결하다
depth,깊이
enemy,적
not only A ,A뿐만 아니라 B역시
estate,토지
to make matters worse,설상가상으로
take out,~을 꺼내다
flashlight,손전등
mole,"검은 점, 두더지"
British,영국
shy,수줍어하는
comic strip,연재만화
within,~이내에
accuse,"고발하다, 비난하다"
portrait,초상화
unless,"~이 아닌 한, 만일 ~가 아니라면"
emphasis,강조
ability,능력
case,사건
emperor,황제
narrow,(폭이)좁은
insight,통찰
hamper,방해하다
pavement,포장도로
in charge of,~를 담당하는
fortunately,다행히도
powder,분말
bind,묶다
peak,절정
offer,제공(하다)
frontal,직면의
yearn,갈망하다
desensitize,민감성을 없애다
basin,세면대
dignity,존엄
annoy,괴롭히다
manufacture,제조(하다)
customer,고객
cover,덮다
bomb,폭탄
furnishing,가구
scan,"조사하다, 훑어보다"
basic,기초적인
analytic,분석적인
dinosaur,공룡
reconstitute,재구성하다
parenthood,부모자식의 관계
lock,잠그다
elude,회피하다
safety,안전
self-imposed guilt,죄책감
daylight,"빛, 새벽"
account,"계산, 중요성, 설명하다"
unroll,펼치다
slender,가느다란
plenty,다량
symbolic,상징적인
enormously,막대하게
of no use,쓸모없는
disagreeable,불쾌한
examination,"조사, 시험"
column,"기둥, 칼럼(신문 기고란)"
expire,만료되다
reestablish,"회복하다, 복직시키다"
staff,직원
upside down,거꾸로
worse,더 나쁜
informal,비공식의
beaten,두들겨 맞은
boring,지루한
countless,"셀 수 없는, 무수한"
horrible,지독한
pay off,"보상받다, 성공하다"
leave,"떠나다, 남기다"
theorize,이론을 세우다
chestnut tree,밤나무
senator,국회의원(상원)
library,도서관
barrier,장애물
brush up,스치고 지나가다
elder,"연상의, 연장자"
slightly,약간
drift,표류하다
mental,정신적인
intercontinental,대륙 간의
hazardous,유해한
classical,고전주의의
impulse,"충격, 충동적인"
be seeing,~과 사귀고 있다
conserve,보존하다
iron,"철, 다리미"
apartment,아파트
split,"나누다, ~을 분담하다"
send,보내다
tempting,유혹하는
glimpse,힐끗 봄
fox,여우
prefix,접두사
workman,노동자
film,영화
discover,발견하다
dim,어둑한
credibility,"신뢰성, 진실성"
thanks to,~덕택에
amass,축적하다
mixture,혼합물
specialty,전문
penetrate,관통하다
courteous,예의 바른
gather,모으다
decoration,장식
appetite,"식욕, 욕구"
noise pollution,소음공해
misplace,잘못 두다
chuckle,킬킬 웃다
come over,"~을 속이다, 멀리서 오다"
sleigh,썰매(타다)
equal,"평등한, 동일한"
vineyard,포도밭
shortcoming,단점
telescope,망원경
erupt,분출하다
grape,포도나무
foreign,"외국의, 이질적인"
scent,향기
complete,완성하다
donkey,당나귀
congress,"의회, 회의"
overhead,머리위에
indeed,참으로
social science,사회과학
essentially,본질적으로
county,군
breeding,번식
murderous,살인의
in time,시간에 맞게
forward,"앞쪽의, 전송하다"
canal,운하
consistent,일관된
pour,붓다
rainfall,강우
cage,(우리에) 가두다
distant,거리가 먼
polish,광택(을 내다)
unsuitable,부적당한
series,"시리즈, 연속"
biodiversity,생물의 다양성
prevailing,"지배적인, 유행하고 있는"
mass media,대중매체
abandon,"버리다, 포기하다"
strike,치다
due,만기된
shock,충격을 (주다)
political,정치의
sociologist,사회학자
tissue,"조직, 화장지"
scar,상처
employment,"직업, 고용"
atmosphere,"대기, 분위기"
liberate,해방시키다
degeneration,퇴보
guardian,보호자
theft,절도
land,"땅, 착륙시키다"
call in,"초대하다, 회수하다"
transport,"운송하다, 수송"
trip,여행
tuition,수업료
crystal,수정
pot,항아리
by oneself,홀로
vanity,공허함
mend,~을 고치다
hairdresser,미용사
tricycle,세발자전거
declare,"선언하다, (세금을)신고하다"
grain,"알갱이, 곡물"
dominance,"지배, 권력"
threaten,위협하다
put aside,~을 떨치다
get over,~을 극복하다
mentality,심리상태
merit,장점
content,"내용, 만족하는"
willing,"자발적인, 기꺼이 하는"
phobia,공포증
hold out,지속되다
illustrator,삽화가
opposite,반대편의
record,기록(하다)
madden,격노하다
blinking,반짝이는
infest,만연하다
fireproof,"내화의, 방화의"
vegetarian,채식주의자
decorate,장식하다
revive,"회상하다, 활기를 되찾다"
renovation,재건축
expressive,표현하는
hang up,끊다
genetics,유전학
translation,번역
unwanted,원치 않는
evolutionary,진화적인
grandson,손자
evil,"사악한, 악마의"
express,표현하다
bassinet,요람
judgment,재판
be obliged to,~에게 강요하다
heart rate,심장 박동 수
mine,"지뢰, 광산"
rod,막대
among,~중에
launch,"착수하다, 발진시키다"
plentiful,풍부한
emergency fund,비상금
vary,"(크기, 모양이) 서로 다르다"
broth,묽은 수프
legacy,유산
sticky,끈적거리는
law,법률
useful,유용한
suspend,"중단하다, 매달다"
herbal,"약초의, 한방의"
medium,"매개자, 매체"
tidy,단정한
breathable,"숨쉴만한, 통기성이 있는"
go bad,썩다
trial,"시도, 재판, 심리"
odds,"가망성, 역경"
scratchy,긁는
be filled with,~로 가득 차다
unauthorized,권한 밖의
ivy,"학구적인, 담쟁이덩굴"
idle,게으른
surface,표면
self-destructing,자기 파괴적인
smelly,악취가나는
fall behind,뒤쳐지다
consciousness,의식
dusty,먼지 나는
attentively,경청하여
as a matter of fact,실제로는
Atlantic,대서양
galaxy,은하계
unsportsmanlike,운동정신에 어긋나는
curious,호기심 있는
effectively,효과적으로
aware,"인지하는, 알고 있는"
precaution,예방조치
nervous,긴장한
tip,"사례금, 비결"
advise,조언하다
contend,"다투다, ~라고 주장하다"
turn to,~에 의존하다
liability,"책임, 부담"
fascinating,재미있는
outlast,~보다 오래가다
serious,심각한
microwave oven,전자레인지
equipment,장비
stalk,"식물(줄기), 몰래 접근하다"
deep,깊은
experience,경험(하다)
linguist,언어학자
to begin with,우선
weather,날씨
second-rate,이류의
up to date,최신의
emerging,떠오르는
serve,"대접하다, 봉사하다"
thin,"마른, 얇은"
major,주요한
cut off,~을 잘라내다
entire,전체의
equally,동등하게
from A to B,A부터 B까지
constituent,구성하는
desire,욕망
joyfully,기쁘게
permit,"허락하다, 허가증"
season,계절
hateful,미운
due to,~때문에
natural,"자연의, 당연한"
central,중앙의
remembrance,"기억(추억), 기념문"
raw,가공하지 않은
prefecture,"현, 부(행정구역)"
inherit,"유전하다, 상속받다"
concise,간결한
by the way,그런데
tactic,전술
wealth,부
link,연결고리
project,계획(하다)
hand,"손, 다루다"
contain,포함하다
restaurant,레스토랑
hole up,움츠리다
frank,솔직한
zebra,얼룩말
blush,얼굴이 붉어지다
expedition,"여행, 탐험"
buttonhole,단춧구멍
idiot,바보
grammar,문법
the latter,후자
supervisor,감독자
predator,약탈자
sequence,"순서, 연속적인 사건들"
traveler,여행자
prior,이전의
notice,"알아차리다, 통지하다, 주의"
across,~을 가로질러
endow,"부여하다, 기부하다"
honest,정직한
ecologist,생태학자
fork,포크
generate,"~을 낳다, 산출하다"
smart,영리한
session,"기간, 화합"
encounter,만나다
realization,깨달음
appreciate,"인정하다, 감사하다"
spice,양념
woody,나무 느낌의
enjoyable,재미있는
topic,주제
usually,대개
slim,"날씬한, 빈약한"
failure,실패
frustration,좌절
makeup,화장
selflessly,사심 없이
significant,"중요한, 의미심장한"
stereotypical,틀에 박힌
flunk,"낙제하다, 떨어뜨리다"
confront,직면하다
poet,시인
statement,진술
against,~에 반대하여
wallet,지갑
exam,시험
thrill,"전율, 소름이 끼치다 "
fossil fuel,화석연료
gravel,자갈
baker,제빵사
quack,"꽥꽥 울다, 돌팔이의사"
coherent,응집성의
anxiety,걱정
deaf-blind,청각장애인
dialogue,대화
expand,확장하다
ethical,윤리적인
sherbet,샤베트
antibiotic,항생물질
spree,"흥겹게 법석댐, 흥청대다"
steep,"너무 비싼, 경사가 급한"
surround,둘러싸다
casual,"튀지 않는, 격식을 차리지 않은"
necessary,필수의
schedule,일정을 세우다
sweep,쓸다
both A and B,A와 B 모두
dye,물들이다
flute,플루트(악기)
fluency,유창함
accessible,"접근하기 쉬운, 이해하기 쉬운"
blood circulation,혈액순환
be suppose to,~해야 한다
negativity,부정적(사고)
self-made,자수성가한
gesture,몸짓
overload,과부하
primitive,원시의
proceed,"진행하다, 나아가다"
form,"형태, 형성하다"
worthy,가치 있는
aisle,복도
amount,"양, 총계, 도달하다"
incomplete,불완전한
solid,"단단한, 굳건한"
bully,괴롭히는 사람
department store,백화점
disrupt,방해하다
quit,그만두다
charge,"청구하다, 비난하다"
correlation,상호관계
subjective,주관적인
gray,회색의
ignorant,무지한
intensity,"강렬함, 강도"
static,정적인
erode,부식되다
as usual,늘 그렇듯이
throw~away,~을 버리다
stylish,유행의
hydrate,(화학)수화물
genius,천재
carefully,주의 깊게
axe,손도끼
compassion,"동정, 연민"
represent,대표하다
adversity,불운
accessory,장신구
broken,부서진
cabbage,양배추
leave out,~을 빼다
sniff,킁킁거리다
juggle,"조작하다, 속이다"
elite,엘리트
conversion,전환
reliever,구제자
haunt,"자주 가는 곳, 귀신이 나타나다"
silly,어리석은
closeness,친밀감
architect,"건축가, 설계하다"
pray,기원하다
usage,"사용, 습관"
symphony,교향곡
verbal,"말의, 언어의"
delicacy,"고상함, 섬세함"
damp,습기 찬
toward,~을 향하여
trend,경향
successful,성공적인
tangy,톡 쏘는
neglect,"무시하다, 태만하다"
male,남성의
disadvantage,불이익
balance,"균형, 저울"
rental,"임대의, 임대료"
unknown,알려지지 않은
conservative,보수적인
tendency,"경향, 성향"
climb,오르다
pierce,꿰뚫다
sometime,조만간
alarming,심각한
visually,시각적으로
prevention,예방
more and more,"점점 더 많은, 더욱 더"
circus,서커스
feat,"솜씨, 위업"
hearth,화로
thrown,꼬인
set off,출발하다
gatekeepers,문지기
tasteless,무미의
engine,엔진
dominate,~을 지배하다
chewy,질긴
treatment,"치료, 대우"
relax,긴장을 풀다
research,조사하다
deed,행위
channel,"수로, 채널"
unpopularity,"비대중성, 인기없음"
pride,자존심
swat,찰싹 치다
legend,전설
visual,시각의
turnout,투표(자)수
out of control,통제불능의
sensational,선정적인
voice,목소리
time,~배
import,수입하다
not at all,전혀 ~아니다
rent,임대(하다)
parallelogram,평행사변형
compass,나침반
real estate,부동산
drag,끌다
inject,~에 주입하다
feat,"솜씨, 위업"
blank,텅 빈
overuse,남용하다
detergent,세제
extent,"넓이, 범위"
resistant,저항하는
quite,꽤
brace,"치아교정기, 버팀대"
activism,행동주의
accommodate,"적응하다, 편의를 도모하다"
ally,동맹국
blend,혼합하다
counsel,상담하다
temple,"성당, 관자놀이"
pound,파운드
catch sight of,~을 힐끔 쳐다보다
first-hand,직접
nearest,가장 가까운
stranger,낯선 사람
businessman,경영자
psychological,심리적인
look up to,~을 존경하다
for a rainy day,만약의 경우를 위해
colleague,동료
look away,눈길을 돌리다
predestine,"운명을 정하다, 운명짓다"
recreation,오락
silently,조용하게
grass,잔디
scatter,"흩뿌리다, 황급히 흩어지다"
navigator,항해사
threatening,위협적인
total,전부의
crab,"게, 옆으로 가다"
manufacturer,제조자
selective,선택적인
auditorium,강당
life jacket,구명조끼
plantation,재배지
persuasive,설득력 있는
cafeteria,카페테리아(식당)
spectacular,장관의
plumber,배관공
outlook,"시각, 전망"
resign,사직하다
look after,보살피다
professor,교수
noise,소음
autism,자폐증
pregnancy,"임신, 함축"
reflection,"반사, (거울에 비친) 상"
analysis,분석
rhythmic,율동적인
impulsive,충동적인
closet,벽장
academy,학원
instability,불안정
unmanageable,관리하기 힘든
trouble,트러블
forecast,예측하다
purchase,구매(하다)
extract,"추출하다, 발췌"
instance,예시
different,~와 다른
coward,"겁쟁이, 소심한 사람"
negotiation,협상
fire,"불, 발사"
distribute,분배하다
shrewd,"예민한, 재빠른"
keep an eye on,~을 계속 지켜보다
resentment,분개
stun,기절시키다
sigh,한숨
destiny,운명
placement,배치
soluble,녹는
blame,비난하다
bowl,그릇
bride,신부
unit,구성
encouragement,격려
minor,소수의
as soon as,~하자마자
scholarly,학구적인
subconscious,잠재의식의
creativity,창조성
interweave,짜다(바느질하다)
geographic,지리학상의
for the most part,대부분
solar,태양의
extinction,멸종
rubbish,쓰레기
notion,개념
alone,홀로
and so on,기타 등등
enthusiastic,열렬한
melt,녹(이)다
preference,선호(도)
prehistoric,선사시대의
unfold,펴다
atomic energy,원자력
interior,내부
combustion,연소
fill out,여백을 메우다
inflation,물가 상승
a piece of cake,식은 죽 먹기다
resistive,저항성의
expectation,"기대, 예상, 가능성"
attention,"주의, 배려"
champagne,샴페인
animation,"만화, 생기"
murderer,살인범
objectively,객관적으로
curb,"(도로의) 연석, (제한)억제하다"
public,공공의
author,"저자, 저술하다"
cowardice,"겁, 비겁(함)"
stuck,"열중한, 갇힌"
dirty,더러운
birth rate,출산율
pick up,"집다, 마중 나가다"
refrigerator,냉장고
plain,평지
feast,"잔치, 축제"
dismiss,해고하다
thesis,논문
in order to,~하기 위해서
diving,잠수
unkind,불친절한
found,"설립하다, ~에 근거하다"
identify,"확인하다, 동일시하다"
economy,"경제, 절약"
waterfall,폭포
barbarian,야만인
reverse,거꾸로 하다
consent,동의(하다) 
license,면허(를 내주다)
bias,편견
discredit,불신
overseas,해외로
cavity,충치
blindfold,"남을 속이다, 눈가리개(를 하다)"
a mile strip of,상당히
memorial,"기념물, 기념비"
overlap,겹치다
aiming,겨냥하는
zoologist,동물학자
certificate,"증서, 자격증"
intuition,직관(력)
guarantee,"보증하다, 다짐하다"
soar,치솟다
motionless,정지한
control,제어하다
count,"중요하다, 세다"
nursery,육아실
alteration,변경
powerless,무력한
temporary,"일시적인, 임시의"
totally,완전히
merchandise,상품
varied,다양한
poll,"투표, 여론조사"
fragile,부서지기 쉬운
stove,난로
butcher,"도살자, 정육점"
postcard,엽서
potentiality,잠재력
type,유형
considerate,사려 깊은
torture,고문하다
motion,움직임
be worn out,지치다
equalize,똑같게 하다
modify,수정하다
rule out,~을 배제하다
innovation,혁신
separateness,분리
wasps,말벌
tend to,~하는 경향이 있다
childish,"유치한, 애 같은"
procedure,절차
influenza,유행성 감기
tutoring,가정교사 지도
train,"열차, 훈련하다"
natural-born,타고난
animate,생기를 불어넣다
elementary,"초보의, 기본적인"
grinder,분쇄기
relief,안도
finish,~을 끝내다
equation,동등함
dean,학장
enthusiastically,열광적으로
subscribe,예약 구독하다
wise,영리한
loudly,큰소리로
blooming,활짝 핀
inaccurate,부정확한
vicinity,가까운 곳
aircraft,비행체
sweater,스웨터
resolution,"결심, 해결"
meditation,명상
competence,능력
expectancy,"기대, 예상"
pattern,"양식, 도안, 무늬"
chamber,방
municipal,도시의
downward,아래쪽으로
direction,"방향, 관리"
upward,위쪽으로
dilute,희석시키다
mere,"단지, 단순한"
no later than,~까지
carefree,근심 없는
magnificent,장대한
freshman,신입사원
tightly,단단히
collection,"수집, 소장품"
graciously,"상냥하게, 우아하게"
parachute,낙하산
homeland,고국
changeably,변덕스럽게
soul,"정신, 영혼"
in the meantime,그 동안에
below,~보다 아래에
butt,"밑동, 들이받다"
retrace,되돌아가다
engagement,"약속, 약혼"
shut up,갇히다
continuous,끊임없는
aptitude,적성
unforgettable,잊을 수 없는
sympathize,동정하다
automatically,자동적으로
warrior,전사
mission,"임무, 사절단"
to start with,우선
human being,인류
biology,생물학
straw,"짚, 빨대"
scissors,가위
wire,"철사, 전선"
reluctant,"주저하는, 꺼리는"
withdraw,철회하다
flag,"깃발, 기를 올리다"
recreational,오락의
locker,사물함
referee,"심판, 중재자"
ritual,의식
attache,수행원
destination,목적지
bet,걸다
expiration,(기간 등의) 만료
larva,유충
restless,불안한
melting pot,도가니
wounded,부상당한
prohibit,~를 금지하다
nonsense,무의미한 생각
severity,"엄격, 혹독"
qualification,자격
cell phone,휴대 전화
identical,동일한
lifelong,일생의
leg,다리
like,"~처럼, 좋아하다"
imitate,모방하다
bakery,빵집
vicious,나쁜
freeze,결빙하다
nutrient,영양분
math,수학
energetic,혈기왕성한
corrupt,"부패한, 타락하다"
invitation,초대
historical,역사적인
quarrel,말다툼(하다)
famine,기근
allergy,알레르기
outbreak,"(전쟁, 병 등의) 발생"
illustration,"삽화, 설명"
badly,나쁘게
system,체계
drop in,잠시 들르다
stuff,"재료, 물건(것)"
goods,상품
reschedule,일정을 변경하다
millennium,천년(간)
counselor,상담자
tarnish,"더럽히다, 흐려지다"
confine,한정하다
purify,정화하다
immediate,"즉시의, 직접의"
individualism,"개인주의, 개성"
mistake,실수(하다)
cheek,뺨
overconsumption,과소비
unconsciously,무의식적으로
roomy,넓은
lead,"이끌다, ~로 이어지다"
million,백만(의)
directness,직접성
wheel,"바퀴, 차"
give a hand,도와주다
cyclone,큰 회오리바람
weapon,무기
altogether,"전부, 완전히"
formality,정규절차
commandment,명령
overnight,하룻밤 사이에
dust,먼지
means,방법
acceptable,만족스러운
unfairly,부당하게
ready-made,안성맞춤의
by all means,반드시
turn A into B,A를 B로 바꾸다
impression,인상
depreciate,가치가 떨어지다
pneumonia,폐렴
tradition,전통
ambassador,대사
incapable of,~할 수 없는
oxygen,산소
earnest,"진지한, 성실한"
memory,기억
electricity,"전기, 열광"
celsius,섭씨
addition,추가
vegetable,채소
soaring,날아오르는
get along,사이좋게 지내다
thoughtfulness,"생각에 잠김, 사려깊음"
illness,질병
youngster,젊은이
copyright,저작권
ancient,고대의
confirm,~을 확실하게하다
urgent,긴급한
counter,"반대의(것), 계산대"
routine,일상
